86	Rebecca	Daphne du Maurier	https://arkalexandra.org/sites/default/files/Rebecca.pdf http://lib.bbu.edu.az/files/book/633.pdf http://mlsh.ru/files/2016-05/69b5fe47cd357ef18ac9cb50e8c67409.pdf
87	Persuasion	Jane Austen	https://www.planetebook.com/free-ebooks/persuasion.pdf https://online.ucpress.edu/ncl/article-pdf/8/4/272/206460/3044181.pdf https://www.penguin.com/static/pdf/teachersguides/persuasion08.pdf
88	The Pandarus File	Kyle Keyes	http://ead.laboro.edu.br/download-in-lt-pdf-gt-augmentative-and-alternative.pdf https://digilima.poshtiban.io/p/free/Group%20four/The%20Encyclopedia%20of%20Novels%20into%20Film.pdf https://s3.amazonaws.com/fara2.opensecrets.org/6502-Supplemental-Statement-20190514-4.pdf
89	Hometown Hometown Girl at Heart	Kirsten Fullmer	http://tooeleonline.com/wp-content/uploads/2013/02/1-31-12-Transcript-Bulletin.pdf https://www.susquehannahealth.org/sites/default/files/inline-files/FOUND_Focus0311.pdf https://haslam.utk.edu/sites/default/files/TNArchways_W2013Singles.pdf
90	Wuthering Heights	Emily Brontë	https://www.planetebook.com/free-ebooks/wuthering-heights.pdf https://www.ucm.es/data/cont/docs/119-2014-04-09-Wuthering%20Heights.pdf https://www.bookpump.com/bwp/pdf-b/1124066b.pdf
91	The Iron Fey, The Iron King	Julie Kagawa	http://www.ftik.usm.ac.id/A699092/amz-B004JZYB5M-the-iron-king-the-iron-fey-book-1-english-edition.pdf http://ads.baa.uk.com/ads_373210183_the_iron_queen_the_iron_fey.pdf http://ftp.ngcareers.com/the_iron_fey_boxed_set_king_daughter_queen_knight_julie_kagawa.pdf
92	Fallen, Fallen	Lauren Kate	http://ads.baa.uk.com/ads-385738935-fallen.pdf http://ads.baa.uk.com/ads_8817093920_fallen.pdf http://www.ftik.usm.ac.id/A699092/amz-552561738-fallen-book-1-of-the-fallen-series.pdf
93	Matching Configurations: QUANTUM ROOTS III	Kyle Keyes	https://defoa.bensonheating.co.uk/e425a0/quantum-roots-iiworm-holes-volume-2.pdf https://ieeexplore.ieee.org/iel5/5/31103/01448015.pdf https://www.organicdivision.org/wp-content/uploads/2020/03/2020PhiladelphiaORGN_Abstracts.pdf
94	Una Historia de Ayer	Sergio Cobo	http://ads.baa.uk.com/ads_B06W52B5Q1_delegaccion_como_delegar_para_la_accion_acciones.pdf http://www.ftik.usm.ac.id/A699092/amz-8466350098-mi-historia-best-seller.pdf http://www.inmaculadaconcepcion.cl/images/img_noticias/doc15af394927e123_09052018_538pm.pdf
95	Unblinded: One Man’s Courageous Journey through Darkness to Sight	Traci Medford-Rosow	http://ads.baa.uk.com/ads_B07CN28PYN_unblinded_one_man_s_courageous_journey_through_da.pdf http://isco-iss.faperta.unpad.ac.id/npd-B07CN28PYN-unblinded-one-man-s-courageous-journey-through-da.pdf http://www.wisbrl.org/newsletters/WisBrl%20V20-I2.pdf
96	Unparalleled	D.S.   Smith	http://12eccbdd9b32918131341f38907cbbb5.my.izim.az/unparalleled-d-s-smith.pdf https://www.dssmith.com/contentassets/90afacf3fd954797a753851d65d9ffb6/181206-ds-smith-201819-half-year-results-conference-call-transcript.pdf https://www.dssmith.com/contentassets/44094f4211b6422f9a03ae97db6816ad/121011-ds-smith-conference-call-on-sca-packaging-integration-transcript.pdf
97	House of Night, Marked	P.C. Cast	http://ftp.mediapost.com/the_beginning_marked_and_betrayed_house_of_night_1_2_pc_cast.pdf http://nuevo.ieem.edu.uy/marked_betrayed_chosen_untamed_house_of_night_1_4_pc_cast.pdf https://cdn.shopify.com/s/files/1/0458/3181/5332/files/house_of_night_pc_cast_movie.pdf
98	Vampire Academy, Spirit Bound	Richelle Mead	http://d1.psn.cards/vampire-academy-spirit-bound.pdf https://lundxibidesign.files.wordpress.com/2020/01/spirit-bound.pdf https://www.infoelbasani.al/b003nx763k-spirit-bound-a-vampire-academy-novel-english-edition.pdf
99	Watership Down, Watership Down	Richard  Adams	https://www.grpl.org/wp-content/uploads/2017/05/Watership-Down.pdf http://1.droppdf.com/files/2Ky9j/watership-down-richard-adams.pdf https://www.mrkingrocks.com/files/watershipdown.pdf
100	Missing Wings: Chronicles of the Aranysargas	Andrea Luhman	
101	Winnie-the-Pooh, Winnie-the-Pooh	A.A. Milne	http://www.yourskypeschool.com/book_yss_eng/winnie-the-pooh.pdf http://www.daskalo.com/effectivecommunication/files/2017/12/Winnie-The-Pooh-1-78.pdf https://apfstatic.s3.ap-south-1.amazonaws.com/s3fs-public/Learning%20through%20A.%20A.%20Milne%E2%80%99s%20Winnie-the%20Pooh%20Books.pdf
102	A Walk to Remember	Nicholas Sparks	https://www.stagneshs.org/ourpages/auto/2017/9/12/58263094/A%20Walk%20to%20Remember.pdf https://media.neliti.com/media/publications/190917-EN-book-review-of-nicholas-sparksa-walk-to.pdf https://cdn.shopify.com/s/files/1/0454/1533/4041/files/nicholas_sparks_a_walk_to_remember_novel_download.pdf
103	Toe to Toe	Deborah Leblanc	https://cdn.shopify.com/s/files/1/0443/7042/8064/files/grave-sight-780.pdf https://www.ncjrs.gov/pdffiles1/nij/225320.pdf https://persephonetheatre.org/isl/uploads/2019/12/Elf-the-Musical-Study-Guide_Persephone.pdf
104	This Lullaby	Sarah Dessen	http://www.sarahdessen.com/files/excerpts/this-lullaby.pdf http://www.ftik.usm.ac.id/6BC2628/this-lullaby-sarah-dessen.pdf http://www.ftik.usm.ac.id/this_lullaby_sarah_dessen.pdf
105	Great Expectations	Charles Dickens	https://www.planetebook.com/free-ebooks/great-expectations.pdf https://klett.hu/download/great_expectaction_web.pdf http://www.open.edu/openlearn/sites/www.open.edu.openlearn/files/an_introduction_to_charles_dickenss_great_expectations.pdf
106	Quantum Roots II: Worm Holes	Kyle Keyes	http://community.hlb.com.my/tyh-718179730-untitled-marian-keyes-2017.pdf http://www.unitedserviceslibrary.com/books-catalogue/list-of-books-by-publishers.pdf https://sspcdn.blob.core.windows.net/files/Documents/SEP/ISEF/2019/Attendees/Programs/Book.pdf
107	Brave New World	Aldous Huxley	https://www.energyandstuff.org/sites/default/files/media/ebook/BraveNewWorld.pdf https://www.redlandsusd.net/site/handlers/filedownload.ashx?moduleinstanceid=13948&dataid=27703&FileName=BraveNewWorld.pdf
108	The Handmaid's Tale, The Handmaid's Tale	Margaret Atwood	https://icmotrospaises.files.wordpress.com/2016/07/the-handmaids-tale-margaret-atwood.pdf https://www.diva-portal.org/smash/get/diva2:321781/fulltext01.pdf https://shodhganga.inflibnet.ac.in/bitstream/10603/176489/9/09_chapter%203.pdf
109	Brathius History, The Threat Below	Jason Latshaw	https://feludisom.firebaseapp.com/aa455/the-threat-below-brathius-history-book-1-by-jason-latshaw-b012zhknl6.pdf https://felicaruss.firebaseapp.com/as270/the-threat-below-brathius-history-book-1-by-jason-latshaw-b012zhknl6.pdf http://3e81a445.rollapp.com/b012zhknl6_the_threat_below_brathius_legacy_series_book_1.pdf
110	The Scarlet Letter	Nathaniel Hawthorne	http://www.emcp.com/previews/AccessEditions/ACCESS%20EDITIONS/The%20Scarlet%20Letter.pdf http://www.planetpublish.com/wp-content/uploads/2011/11/The_Scarlet_Letter_T.pdf http://www.ijtrd.com/papers/IJTRD20463.pdf
111	And Then There Were None	Agatha Christie	https://mrskrabill.weebly.com/uploads/2/1/5/1/21518086/and_then_there_were_none_pdf.pdf http://files.harpercollins.com/HarperAcademic/AndThenThereWereNone_TeachingGuide_final.pdf https://www.homeschool.com/printables-pdfs/BMGandthentherewerenonesample_sampler.pdf
112	Paradox Effect: Time Travel and Purified DNA Merge to Halt the Collapse of Human Existence	Gabriel F.W. Koch	http://test.software.iiasa.ac.at/fpxdr/11-karine-mann/XAgH5VlyOSH-paradox-effect-time-travel-and-purified-dna-merg.pdf https://dados52946.pythonanywhere.com/03-jonatan-durgan-sr-1/paradox-1478756225-5SI14ilvK.pdf https://nam.edu/wp-content/uploads/2019/12/AI-in-Health-Care-PREPUB-FINAL.pdf
113	Romeo and Juliet	William Shakespeare	http://learningstorm.org/wp-content/uploads/2016/02/RMEOJLET-1.pdf http://www.hatrack.com/osc/other/romeoandjuliet/rj.pdf https://etc.usf.edu/lit2go/pdf/passage/4316/romeo-and-juliet-003-act-1-scene-1.pdf
114	Eighth Day, The Eighth Day	Dianne K. Salerni	http://diannesalerni.com/wp-content/uploads/2014/05/Eighth-Day-Teaching-Guide.pdf https://goodmansapo.files.wordpress.com/2019/07/the-eighth-day.pdf https://ycsd.yorkcountyschools.org/site/handlers/filedownload.ashx?moduleinstanceid=506&dataid=2148&FileName=The-Eighth-Day.pdf
115	Frankenstein: The 1818 Text	Mary Wollstonecraft Shelley	https://www.planetebook.com/free-ebooks/frankenstein.pdf http://ads.baa.uk.com/ads_198814046_frankenstein_or_the_modern_prometheus_the_1818_tex.pdf http://ads.baa.uk.com/ads_199537151_frankenstein_the_1818_text.pdf
116	Dancing Soul Trilogy, Drum Beats, Heart Beats	Maria Nhambu	http://marianhambu.com/wp/wp-content/uploads/AMERICA%E2%80%99S-DAUGHTERMARIA-NHAMBUA-Memoir.pdf
117	Sugar Mountain Trouble on Main Street	Kirsten Fullmer	http://www.timesleader.com/wp-content/uploads/2017/08/SUnday_sept.-19.pdf https://weaversway.coop/sites/default/files/shuttle_issues/TheShuttle_2017-12web.pdf https://d10k7k7mywg42z.cloudfront.net/assets/55b15ceeedb2f361ae02126d/Unclaimed_Circular_3col_ad_SPRING_03_01_15.pdf
118	The Curious Incident of the Dog in the Night-Time	Mark Haddon	http://www.metropolitancollege.com/curious.pdf https://www.englishandmedia.co.uk/assets/uploads/preview_files/Curious_preview-preview.pdf http://coamed.pbworks.com/f/the-curious-incident-of-the-dog-in-the-nightime.pdf
119	Hitchhiker's Guide to the Galaxy, The Hitchhiker's Guide to the Galaxy	Douglas Adams	https://jaydixit.com/files/PDFs/TheultimateHitchhikersGuide.pdf https://pdfs.semanticscholar.org/8714/ba92f4461458c22d91d83013793b89d04b24.pdf https://www.grpl.org/wp-content/uploads/2017/05/Hitchhikers-Guide-to-the-Galaxy.pdf
120	Oliver Twist	Charles Dickens	https://www.planetebook.com/free-ebooks/oliver-twist.pdf https://dickens.ucsc.edu/resources/bibliographies/oliver-twist.pdf http://e-school.kmutt.ac.th/elibrary/Upload/EBook/DSIL_Lib_E1312881157.pdf
121	Steel Dogs	Matthew Bracey	https://www.virginiadot.org/business/resources/prequalified-list.pdf http://thekootneeti.in/wp-content/uploads/2020/01/China-Innovation-History-20-20-Hindsight-by-David-A.-Scott-.pdf http://www.digifind-it.com/elizabeth/local-source/2017/2017-07-27.pdf
122	Dodging Satan: My Irish/Italian, Sometimes Awesome, But Mostly Creepy, Childhood	Kathleen Zamboni McCormick	https://www.fairmontstate.edu/kestrel/sites/default/files/reviews/Bethany%20Gorman%20Review%20.pdf https://pdfedulist-uk.netlify.app/03-jazmyne-franecki-5/9781937818326-dodging-satan-my-irish-x2f-italian-sometimes-awe-ebook.pdf https://yiytr5e-uk.netlify.app/03-mr-deion-nienow-ii-1/9781937818326-dodging-satan-my-irish-x2f-italian-sometimes-awe-ebook.pdf
123	The Count of Monte Cristo	Alexandre Dumas	http://msdl.cs.mcgill.ca/people/tfeng/books/The%20Count%20of%20Monte%20Cristo.pdf https://www.limpidsoft.com/small/montecristo.pdf https://etc.usf.edu/lit2go/pdf/passage/3296/the-count-of-monte-cristo-027-chapter-27-the-story.pdf
124	Memories Of My Future	Ammar Habib	https://api.ucdavis.edu/daqeykfddyk/22-gabrielle-weissnat/xbG6ZeuhGkpg-memories-of-my-future-book.pdf http://ead.laboro.edu.br/memories-of-my-future-by-ammar-habib-goodreads.pdf http://static.opopular.com.br/xswl/07-chyna-dach/document-0692745289-memories-of-my-future.pdf
125	The Well House	M.S. Matassa	https://jeseniab54a.web.app/cfaSpB01DPNNYB0HDK.pdf https://lenovopress.com/redp3785.pdf http://faculty.nps.edu/thuynh/theses/11jun_matassa.pdf
126	Dracula	Bram Stoker	https://www.planetebook.com/free-ebooks/dracula.pdf https://www.glk.uni-mainz.de/files/2018/08/Metzdorf.pdf https://www.hofstra.edu/pdf/orsp_horizons_kershner_f06.pdf
127	Slaughterhouse-Five	Kurt Vonnegut Jr.	https://antilogicalism.com/wp-content/uploads/2018/04/slaughterhouse-five.pdf https://www.jstor.org/stable/pdf/43795414.pdf http://shodhganga.inflibnet.ac.in/jspui/bitstream/10603/85961/11/11_chapter%205.pdf
128	Percy Jackson and the Olympians, The Lightning Thief	Rick Riordan	https://rickriordan.com/content/uploads/2016/04/Lightning_Thief_TG.pdf https://rickriordan.com/content/uploads/2016/04/PJ-TheLightningThief-EventKit-10yr.pdf https://getfreestorybooks.weebly.com/uploads/1/0/7/7/107718885/riordan_rick-percy_jackson-_the_complete_series.pdf
129	The 120 Days of Sodom	Marquis de Sade	http://media.withtank.com/6477e3d54d/120_days_of_sodom_lo_res.pdf http://www.16beavergroup.org/pdf/120_days_of_sodom.pdf https://cdn.shopify.com/s/files/1/0435/8491/3565/files/sizanuputibenaxabobem.pdf
130	Talion, Eye for Eye	J.K. Franko	http://mardugh.storymobs.ca/f12fb7/eye-for-eye.pdf http://kecurse.badpoo.co.uk/f12fb7/eye-for-eye.pdf http://usi.dandb.com/eye_for_eye.pdf
131	The Iron Fey, The Iron Daughter	Julie Kagawa	http://ads.baa.uk.com/ads_373210183_the_iron_queen_the_iron_fey.pdf http://micft.unsl.edu.ar/the_iron_daughter_the_iron_fey_book_2.pdf http://ftp.ngcareers.com/the_iron_fey_boxed_set_king_daughter_queen_knight_julie_kagawa.pdf
132	The Awakening: Fate in Motion	Suzanne Boisvert	https://cdn.nybooks.com/wp-content/uploads/2018/11/independents112218.pdf https://old.mu.ac.in/wp-content/uploads/2016/06/4.61-M.A.-Regular-in-Philosophy-Sem-III-IV1.pdf http://pwrgate.coderfox.com.br/the-club/the_club_kindle_edition_suzanne_steele.pdf
133	The Catcher in the Rye	J.D. Salinger	http://shodhganga.inflibnet.ac.in/bitstream/10603/61094/8/08_chapter%201.pdf https://www.uzickagimnazija.edu.rs/files/Catcher%20in%20the%20Rye.pdf https://www2.halifaxpubliclibraries.ca/collections/bookclub-kits/the-catcher-in-the-rye-jd-salinger.pdf
134	Room	Emma Donoghue	https://thebookerprizes.com/sites/manbosamjo/files//files/MBP10_donoghue-1.pdf http://graphics8.nytimes.com/packages/pdf/books/excerpt-room.pdf https://www.talkingpeople.net/tp/literature/donoghue/readingnovels_lang_donoghue_room.pdf
135	Crank, Crank	Ellen Hopkins	http://kidookidoo.3cx.vn/cxs-1442471816-crank.pdf https://jensenkeba.files.wordpress.com/2019/04/crank.pdf http://siaga.kemenag.go.id/kmg-B001MCBEPA-crank-english-edition.pdf
136	The Lord of the Rings, The Two Towers	J.R.R. Tolkien	http://old.ahmadtea.ua/userfiles/files/Tolkien/Lord%20Of%20The%20Rings%20-%20Part%202%20-%20The%20Two%20Towers%20By%20J%20R%20R%20Tolkien.pdf https://gosafir.com/mag/wp-content/uploads/2019/12/Tolkien-J.-The-lord-of-the-rings-HarperCollins-ebooks-2010.pdf https://cdn.shopify.com/s/files/1/0462/0025/8728/files/two_towers_lord_of_the_rings_book.pdf
137	His Dark Materials, The Golden Compass	Philip Pullman	http://lgnavigators.weebly.com/uploads/5/8/5/2/58521739/his_dark_materials_omnibus.pdf https://core.ac.uk/download/pdf/19566741.pdf https://www.diva-portal.org/smash/get/diva2:423439/FULLTEXT01.pdf
138	Eat, Pray, Love	Elizabeth Gilbert	https://saidnazulfiqar.files.wordpress.com/2013/09/elizabeth-gilbert-eat-pray-love.pdf https://media.neliti.com/media/publications/146135-EN-book-review-of-eat-pray-love-by-elizabet.pdf https://media.neliti.com/media/publications/151527-EN-book-review-of-eat-pray-love-written-by.pdf
139	Graceling Realm, Graceling	Kristin Cashore	http://www1.skinnyms.com/graceling_realm_1_kristin_cashore.pdf http://ftp.ngcareers.com/graceling.pdf http://gateshead-fc.com/Graceling-Graceling-Realm.pdf
140	A Gracious Enemy 'storytelleruk2019'	Michael G. Kramer	http://sure.sunderland.ac.uk/id/eprint/10875/1/Applied%20Shakespeare%20A%20Transformative%20Encouter%20-%20Adelle%20Cherise%20Hulsmeier.pdf https://www.ncobps.org/assets/uploads/2020/09/Volume-20.1-National-Political-Science-Review-Institutional-Decolonization-Toward-a-Comprehensive-Black-Politics-March-2019.pdf https://link.springer.com/content/pdf/10.1007%2F978-3-030-17791-1.pdf
141	Looking for Alaska	John Green	http://kieferorigins.weebly.com/uploads/1/3/7/6/13762989/green_-_looking_for_alaska.pdf https://www.grpl.org/uploads/book-club/Looking%20for%20Alaska.pdf https://www.blindbrook.org/cms/lib/NY01913277/Centricity/Domain/130/Book%20Reviews/lookingforalaskacaroliner2014.pdf
142	A Scanner Darkly	Philip K. Dick	http://index-of.es/z0ro-Repository-2/Cyber/04%20-%20Fiction/A%20Scanner%20Darkly%20-%20Philip%20K.%20Dick.pdf http://cogprints.org/5021/1/VaughanBell_ThroughAScannerDarkly.pdf http://www.cinemazuid.be/a_scanner_darkly_philip_k_dick.pdf
143	Anne of Green Gables, Anne of Green Gables	L.M. Montgomery	https://www.planetebook.com/free-ebooks/anne-of-green-gables.pdf http://ads.baa.uk.com/ads_055321313X_anne_of_green_gables.pdf http://ads.baa.uk.com/ads_055321313X_anne_of_green_gables_a_bantam_classic.pdf
144	Sharp Objects	Gillian Flynn	http://gateshead-fc.com/Sharp-Objects-A-Novel.pdf http://jaapl.org/content/jaapl/47/1/127.full.pdf https://www.oasisacademysouthbank.org/uploaded/South_Bank/Curriculum/Student_Learning/Online_Library/KS4/Gone_girl/03_Sharp_Objects_by_Gillian_Flynn.pdf
145	The Secret Garden	Frances Hodgson Burnett	https://link.springer.com/content/pdf/10.1007/978-1-349-23933-7_8.pdf https://www.oasisacademysouthbank.org/uploaded/South_Bank/Curriculum/Student_Learning/Online_Library/KS3/Classics/The_Secret_Garden_by_Frances_Hodgson_Burnett.pdf http://gosseylane.academy/wp-content/uploads/2020/03/Secret-Garden.pdf
146	Matched, Matched	Ally Condie	https://pirun.ku.ac.th/~cpcpyc/public/my_document/my_book/reward/Ally%20Condie%20-%20Matched.pdf https://www.penguin.com/static/images/yr/pdf/LessonPlans_Matched.pdf https://www.penguin.com/static/images/yr/pdf/Matched-Crossed%20DG.pdf
147	Wicked Lovely, Wicked Lovely	Melissa Marr	http://b92d38321ee5a5cd38504eb395346461.profilkes.dinkes.kalbarprov.go.id/wicked-lovely-melissa-marr.pdf http://nonprofits.miamifoundation.org/darkest_mercy_wicked_lovely_5_melissa_marr.pdf http://www.pledge.wfmu.org/desert_tales_a_wicked_lovely_companion_novel_melissa_marr.pdf
148	A Song of Ice and Fire, A Game of Thrones	George R.R. Martin	https://www.nothuman.net/images/files/discussion/2/1815b71a2e633176b1c509f3a186605b.pdf http://www.yb.tl/the_art_of_george_rr_martins_a_song_of_ice_fire_volume_2.pdf https://mrpickersgill.weebly.com/uploads/5/2/8/1/52818823/a_dance_with_dragons_-_george_rr_martin.pdf
149	The Well House III: The Redemption	M.S. Matassa	https://www.press.uillinois.edu/books/UIP.F08Catalog.pdf https://uemgroup.s3.amazonaws.com/uploads/sites/3/2020/08/MCA.pdf https://trace.utk.edu/islandora/object/utk.ir.td:12495/datastream/PDF/download/citation.pdf
150	The Octunnumi Fosbit Files Prologue	Trevor Alan Foris	http://dbslavel01.tasit.com/1450845800-the-book-of-unusual-knowledge.pdf
151	Ender's Saga, Ender's Game	Orson Scott Card	http://images.pcmac.org/SiSFiles/Schools/AL/LeedsCity/LeedsMiddle/Uploads/DocumentsCategories/Documents/Enders_Game_Full_Book.pdf https://cdn.shopify.com/s/files/1/0454/7195/7141/files/enders_game_by_orson_scott_card_free_download.pdf http://ppld.org/sites/default/files/readingmaps/endersgame.pdf
152	Noughts & Crosses, Noughts & Crosses	Malorie Blackman	http://www.anl.az/el_en/book/2015/l-40453.pdf https://holytrinitybarnsley.org/wp-content/uploads/2020/06/Noughts_And_Crosses_-_Malorie_Blackman.pdf http://www.letterpressproject.co.uk/media/file/Catherine_Bardell_Noughts_and_Crosse.pdf
153	Memoirs of a Geisha	Arthur Golden	https://core.ac.uk/download/pdf/147999315.pdf http://www.bccls.org/BookClubBooks/MemoirsGeisha.pdf http://www.globalmediajournal.com/open-access/orientalism-and-the-binary-of-fact-and-fiction-in-memoirs-of-a-geisha.pdf
154	Robert Langdon, Angels & Demons	Dan Brown	https://danbrown.com/wp-content/themes/danbrown/assets/db_A&D_book_excerpts.pdf http://ads.baa.uk.com/ads_552159700_angels_and_demons_robert_langdon_book_1.pdf http://ads.baa.uk.com/angels_and_demons_dan_brown.pdf
155	Heart of Darkness	Joseph Conrad	https://www.planetebook.com/free-ebooks/heart-of-darkness.pdf https://www.penguin.com/static/pdf/teachersguides/HeartOfDarknessTG.pdf http://www.academypublication.com/issues/past/tpls/vol03/03/08.pdf
156	Mystic River	Dennis Lehane	http://eprints.undip.ac.id/69358/1/Skripsi_The_Tragic_Life_of_Dave_Boyle.pdf https://www.diva-portal.org/smash/get/diva2:1075394/FULLTEXT01.pdf http://882801367116fecb6c2ee3124c27dde8.demo.expel.io/mystic-river-dennis-lehane.pdf
157	Narcopolis	Jeet Thayil	https://shodhganga.inflibnet.ac.in/jspui/bitstream/10603/252344/13/13%20chapter_5.pdf http://ijellh.com/papers/2014/October/18-177-192-october-2014.pdf http://iosrjournals.org/iosr-jhss/papers/Vol19-issue12/Version-6/H0191265468.pdf
158	Zachary Blake Legal Thriller Betrayal of Faith	Mark M. Bello	https://cdn.shopify.com/s/files/1/0463/3906/3975/files/betrayal-of-faith-1st-edition-121.pdf https://h.premiumgrandpol.ru/59.pdf
159	If on a Winter's Night a Traveler	Italo Calvino	https://literariness.org/wp-content/uploads/2019/07/Calvino-Italo-If-on-a-winters-night-a-traveler.pdf https://sg.inflibnet.ac.in/jspui/bitstream/10603/19914/11/11_chapter%205.pdf http://shodhganga.inflibnet.ac.in/bitstream/10603/70534/9/09_chapter%204.pdf
160	The Shining	Stephen King	https://stephenkingbooks.co.uk/wp-content/uploads/2015/06/SHINING-reading-guide.pdf http://ebooksmadefree.weebly.com/uploads/5/4/8/2/54824347/the_shining.pdf http://ads.baa.uk.com/ads_2253151629_shining_imaginaire.pdf
161	Brathius History A Gallery of Mothers	J.S. Latshaw	http://3e81a445.rollapp.com/b012zhknl6_the_threat_below_brathius_legacy_series_book_1.pdf
162	Geek Love	Katherine Dunn	https://link.springer.com/content/pdf/10.1007%2F978-1-137-51811-8_6.pdf http://www1.reserveatlakekeowee.com/geek-love-katherine-dunn.pdf http://www1.skinnyms.com/geek_love_katherine_dunn.pdf
163	Tree of Smoke	Denis Johnson	https://parkervybo.files.wordpress.com/2019/04/tree-of-smoke-a-novel.pdf https://core.ac.uk/download/pdf/229763947.pdf http://www.syriadirect.org/tree_of_smoke_denis_johnson.pdf
164	The Inheritance Cycle, Eragon	Christopher Paolini	http://ads.baa.uk.com/ads_B0031RDVA0_eragon_book_one_the_inheritance_cycle_1_english_e.pdf https://getfreestories.weebly.com/uploads/7/9/0/2/79020522/inheritance_deluxe_edition__the_-_christopher_paolini.pdf http://sangrah.weebly.com/uploads/6/8/0/3/6803682/christopher_paolini_-_inheritance_trilogy_book_2_-_eldest__v1_1_5_.pdf
165	The Well House II: The Revenge	M.S. Matassa	https://sdljnuirehpdf.web.app/the-well-house-ii-the-revenge.pdf https://lorafountainagency.files.wordpress.com/2020/06/sterling_london2020.pdf https://www.gpo.gov/fdsys/pkg/GPO-CRECB-1970-pt20/pdf/GPO-CRECB-1970-pt20-6-3.pdf
166	Crossroads and the Dominion of Four	C. Toni Graham	http://www.ftik.usm.ac.id/C3BC63C/amz-B07RGXQ2BL-crossroads-stranger-in-the-fields-book-4-english.pdf http://community.hlb.com.my/tyh_B011ZO0R16_crossrotyh_saga_box_set_english_edition.pdf http://www.kewaneelibrary.org/wp-content/uploads/2019/08/eBKS-Jul-19.pdf
167	Invisible Cities	Italo Calvino	https://designopendata.files.wordpress.com/2014/06/calvino_italo_invisible_cities.pdf https://www.jstor.org/stable/pdf/41808770.pdf https://www.museothyssen.org/sites/default/files/document/2017-11/Ciudades_invisibles_ing.pdf
168	Howl's Moving Castle, Howl's Moving Castle	Diana Wynne Jones	https://repositorio.ucp.pt/bitstream/10400.14/27562/1/Howl%E2%80%99s%20Moving%20Castle.pdf https://core.ac.uk/download/pdf/132421397.pdf https://www.diva-portal.org/smash/get/diva2:1287198/FULLTEXT01.pdf
169	Sisterhood, The Sisterhood of the Traveling Pants	Ann Brashares	http://files.hostgator.co.in/hostgator253199/file/sisterhoodofthetravelingpants.pdf http://ftp.mediapost.com/sisterhood_of_the_traveling_pants_second_summer_girls_in_1_3_ann_brashares.pdf http://www.randomhouse.com/kids/pdf/AuthorBioAnnBrashares.pdf
170	The Bachman Books	Richard Bachman	http://www.ftik.usm.ac.id/A699092/amz-1444723537-the-bachman-books.pdf http://testsrs.ucsf.edu/the.bachman.books.richard.pdf http://m.jansatta.com/rmp4/18-mr-nathanial-bednar-8/cB8W7CfFgZB3-the-bachman-books-rage-x2f-the-long-walk-x2f-roa-0453005071.pdf
171	Hometown, Christmas in Smithville	Kirsten Fullmer	http://m.alphame.co.th/lph-B081K48JVV-hometown-christmas-english-edition.pdf https://www.ams.usda.gov/sites/default/files/media/PACANationalShipperContactList.pdf https://imgsrv2.aramcoexpats.com/AAAJ/AAAJ_Fall2018.pdf
172	Haunted	Chuck Palahniuk	http://cdntest.hammer.ucla.edu/haunted_chuck_palahniuk.pdf http://ads.baa.uk.com/ads_99458373_haunted.pdf http://ads.baa.uk.com/ads_99497174_haunted.pdf
173	Brainwalker	Robyn Mundell	http://yekantano.canadianghosthuntersupplies.ca/2128450/brainwalker.pdf http://www.abgroupconsultancy.com/brainwalker-english.pdf http://www.branchen-news.com/brainwalker-english.pdf
174	The Time Traveler's Wife	Audrey Niffenegger	https://www.bccls.org/BookClubBooks/TimeTravelersWife.pdf http://www.eltsjournal.org/archive/value6%20issue2/18-6-2-18.pdf https://pdfs.semanticscholar.org/ef8b/165625f4bd3eba77736476b40c60d41510f2.pdf
175	Lolita	Vladimir Nabokov	https://www.grpl.org/uploads/book-club/Lolita.pdf https://www.bowdoin.edu/english/pdf/Tully-Moyer.pdf
176	Zachary Blake Betrayal Betrayal of Justice	Mark M. Bello	https://h.premiumgrandpol.ru/59.pdf http://www.cumulusassociation.org/wp-content/uploads/2016/01/Changing-Paradigms-book-pdf-version-2016.pdf https://link.springer.com/content/pdf/10.1007%2F978-1-137-39706-5.pdf
177	Brighton Rock	Graham Greene	https://link.springer.com/content/pdf/10.1057%2F9781137366016_7.pdf https://cdn.shopify.com/s/files/1/0432/3403/3824/files/50152606988.pdf https://www.caluniv.ac.in/academic/department/English/Study/S-II-Brighton.pdf
178	The Goldfinch	Donna Tartt	http://rickbradford.co.uk/TheGoldfinch.pdf http://www.rusa.ala.org/rusaupdate/wp-content/uploads/2014/08/Goldfinch_Questions.pdf https://www2.halifaxpubliclibraries.ca/collections/bookclub-kits/goldfinch_donna-tartt.pdf
179	Ulysses	James Joyce	https://planetpdf.com/planetpdf/pdfs/free_ebooks/Ulysses_NT.pdf https://web.itu.edu.tr/inceogl4/modernism/Ulysses.pdf https://core.ac.uk/download/pdf/228860279.pdf
180	American Gods, American Gods	Neil Gaiman	https://core.ac.uk/download/pdf/216844603.pdf http://www.readingcircle.co.uk/pdfs/americangods.pdf http://ads.baa.uk.com/ads_8804712465_american_gods_2.pdf
