181	The Message for the Last Days	K.J. Soze	http://mohua.gov.in/upload/uploadfiles/files/Part2.pdf https://landsat.gsfc.nasa.gov/wp-content/uploads/2016/08/Landsat7_Handbook.pdf https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/566251/FoP_Nutrition_labelling_UK_guidance.pdf
182	The Master and Margarita	Mikhail Bulgakov	https://www.paskvil.com/file/files-books/bulgakov-master-and-margarita.pdf https://www.masterandmargarita.eu/estore/pdf/emen029_lakshin.pdf https://www.masterandmargarita.eu/estore/pdf/emen043_barkov.pdf
183	The Informers	Bret Easton Ellis	http://ads.baa.uk.com/ads_679743243_the_informers_vintage_contemporaries.pdf https://lasherhyxa.files.wordpress.com/2019/04/the-informers-01.pdf http://d1.psn.cards/dcr-B003P9W736-the-informers-vintage-contemporaries-english-edit.pdf
184	She Said!: The Book of Quotes	Chriselda Barretto	https://chriseldadotblog.files.wordpress.com/2020/01/chriselda-barretto-media-kit-2.pdf https://www.firstchapterplus.com/s/FCP20199LR.pdf http://59.160.153.188/library/sites/default/files/IUFRO%20Book.pdf
185	Tropic of Cancer	Henry Miller	http://ebooksbeus.weebly.com/uploads/6/3/0/8/6308108/tropic_of_cancer_-_henry_miller.pdf http://testsrs.ucsf.edu/the.tropic.of.cancer.by.henry.miller.pdf http://www.novelas.rodriguezalvarez.com/pdfs/Miller,%20Henry%20''Tropic%20Of%20Cancer''-Xx-En-Sp.pdf
186	Dreams & Dew: Poems & Prose	Chriselda Barretto	
187	Sometimes a Great Notion	Ken Kesey	http://www.amerlit.com/novels/ANALYSIS%20Kesey,%20Ken%20Sometimes%20a%20Great%20Notion%20(1964)%20analysis%20by%202%20critics.pdf http://themiltondoddreaders.weebly.com/uploads/1/0/8/1/10819822/ken_kesey_-_sometimes_a_great_notion.pdf https://collections.lib.utah.edu/dl_files/0c/e6/0ce64eb344de1213348226e90a1d80473391df36.pdf
188	Less Than Zero	Bret Easton Ellis	http://ads.baa.uk.com/ads_330539329_less_than_zero_bret_easton_ellis.pdf http://testsrs.ucsf.edu/less.than.zero.by.bret.easton.ellis.facileore.pdf http://testsrs.ucsf.edu/less.than.zero.by.bret.easton.ellis.funmug.pdf
189	The Beagle and the Hare	Kevin Moccia	https://link.springer.com/content/pdf/bbm%3A978-1-61091-542-7%2F1.pdf https://link.springer.com/content/pdf/10.5822%2F978-1-61091-542-7.pdf https://cdn.ymaws.com/www.radres.org/resource/collection/114D1634-D152-49CB-BDF5-270084CD30F4/RRS_2010_Program.pdf
190	Naked Lunch	William S. Burroughs	http://toto.lib.unca.edu/sr_papers/literature_sr/srliterature_2007/parrish_richard.pdf
191	Money	Martin Amis	http://www.martinamisweb.com/scholarship_files/diedrick_money_1995.pdf http://www.martinamisweb.com/filmography_files/money-jones.pdf https://link.springer.com/content/pdf/10.1057/9780230598478_5.pdf
192	The Adventures of Tom Sawyer	Mark Twain	https://www.planetebook.com/free-ebooks/the-adventures-of-tom-sawyer.pdf https://americanenglish.state.gov/files/ae/resource_files/tom-sawyer-mark-twain_0.pdf http://www.emcp.com/previews/AccessEditions/ACCESS%20EDITIONS/The%20Adventures%20of%20Tom%20Sawyer.pdf
193	Pleasant Day	Vera Jane Cook	https://verajanecook.com/reviews/PLEASANT-DAY-REVIEW.pdf http://24b3f6.medialib.edu.glogster.com/Fzw0LxVTlRV6ug79ppKp/media/4b/4ba9a6e6fe6945e71a4bd4f6c8e77de97f49dc30/pleasant-day.pdf https://e5noaka4ed.web.app/pleasant-day.pdf
194	Cocaine Nights	J.G. Ballard	http://doi.fil.bg.ac.rs/pdf/journals/bells/2013/bells-2013-5-9.pdf https://link.springer.com/content/pdf/10.1057%2F9780230346482.pdf http://dro.dur.ac.uk/27770/1/27770.pdf
195	The Lord of the Rings, The Return of the King	J.R.R. Tolkien	https://gosafir.com/mag/wp-content/uploads/2019/12/Tolkien-J.-The-lord-of-the-rings-HarperCollins-ebooks-2010.pdf http://ftp.ngcareers.com/the_return_of_the_king_the_lord_of_the_rings_book_3.pdf https://cdn.shopify.com/s/files/1/0458/3165/1492/files/lord_of_the_rings_the_king_returns.pdf
196	Hairspray and Lighter	J. Jupes	http://jupiterjones.narod.ru/1/novels/the_three_investigators_34_-_the_mystery_of_wandering_caveman.pdf http://www.digifind-it.com/westfield/leader/1965/1965-03-18.pdf http://www.digifind-it.com/westfield/leader/1965/1965-07-08.pdf
197	Time Quintet, A Wrinkle in Time	Madeleine L'Engle	http://albanycomplementaryhealth.com/wp-content/uploads/2016/07/A-Wrinkle-in-Time-Madeleine-LEngle.pdf http://ads.baa.uk.com/ads_312373511_the_wrinkle_in_time_quintet_digest_size_boxed_set.pdf http://ads.baa.uk.com/ads_B00E71907M_the_wrinkle_in_time_quintet_books_1_5_a_wrinkle_i.pdf
198	The Lord of the Rings, The Fellowship of the Ring	J.R.R. Tolkien	https://s3.amazonaws.com/scschoolfiles/112/j-r-r-tolkien-lord-of-the-rings-01-the-fellowship-of-the-ring-retail-pdf.pdf http://1.droppdf.com/files/cX9oU/the-fellowship-of-the-ring-j-r-r-tolkien.pdf https://images.randomhouse.com/teachers_guides/9780345339706.pdf
199	The Truth Behind the Lies: One Man's Journey Through Wwiii	Jaeson D. Rau	http://twi.scdsb.on.ca/Documents/Library-ISUSummaries.pdf https://link.springer.com/content/pdf/10.1057%2F9780230289802.pdf http://mdudde.net/pdf/study_material_DDE/ma/ma-English/INDIAN%20WRITING%20IN%20ENGLISH-Section%20C%20&%20D-complete.pdf
200	A Forgotten Gods Tale Dreams of Winter	Christian Warren Freed	http://d58da82289939d8c4ec4f40689c2847e.prideoftelugu.com/hammers-in-the-wind-book-i-of-the-northern-crusade-christian-warren-freed.pdf https://link.springer.com/content/pdf/10.1007%2F978-1-349-15259-9.pdf https://btsmediablog.files.wordpress.com/2016/12/rick-warren-the-purpose-driven-life-what-on-earth-am-i-here-for.pdf
201	Breakfast of Champions	Kurt Vonnegut Jr.	http://www.rodriguezalvarez.com/novelas/pdfs/Vonnegut,%20Kurt%20%27%27Breakfast%20Of%20Champions%27%27-Xx-En-Sp.pdf http://linode.kenyon.edu/breakfast_of_champions_kurt_vonnegut.pdf http://www1.reserveatlakekeowee.com/0385334206-breakfast-of-champions-a-novel.pdf
202	The Kingkiller Chronicle, The Name of the Wind	Patrick Rothfuss	http://www.ftik.usm.ac.id/A699092/amz-B00NTQVG5A-the-name-of-the-wind-the-kingkiller-chronicle-boo.pdf https://cidlibrary.org/images/Adult/ReaderAdvisory/2017-8-Fantasy.pdf http://ftp.mediapost.com/the_name_of_wind_kingkiller_chronicle_1_patrick_rothfuss.pdf
203	Pale Fire	Vladimir Nabokov	http://www.24grammata.com/wp-content/uploads/2011/12/Nabokov-Pale-Fire-24grammata.com_.pdf https://link.springer.com/content/pdf/10.1007%2F978-1-137-10907-1_5.pdf https://dspace.stir.ac.uk/bitstream/1893/21810/1/Rowberry%20Pale%20Fire%20Hypertext.pdf
204	Crime and Punishment	Fyodor Dostoyevsky	https://www.planetebook.com/free-ebooks/crime-and-punishment.pdf http://1.droppdf.com/files/hN5TN/crime-and-punishment-fyodor-dostoyevsky.pdf https://www.mobt3ath.com/uplode/book/book-61711.pdf
205	Ham on Rye	Charles Bukowski	http://faculty.fiu.edu/~sabar/enc1101/Two%20excerpts%20from%20Ham%20on%20Rye%20by%20Charles%20Bukowski.pdf http://englishonlineclub.com/pdf/Charles%20Bukowski%20-%20Ham%20on%20Rye%20%5BEnglishOnlineClub.com%5D.pdf http://testsrs.ucsf.edu/ham.on.rye.charles.bukowski.pdf
206	Dancing Soul Trilogy, Africa's Child	Maria Nhambu	http://www.aerobicswithsoul.com/wp-content/uploads/2018/02/Delray-Magazine.pdf http://marianhambu.com/wp/wp-content/uploads/AMERICA%E2%80%99S-DAUGHTERMARIA-NHAMBUA-Memoir.pdf https://www.themarsh.com/wp-content/uploads/2016/11/2016-09-Marsh-Monthly.pdf
207	The Creep	Chriselda Barretto	https://chriseldadotblog.files.wordpress.com/2020/01/chriselda-barretto-media-kit-2.pdf http://ads.baa.uk.com/ads_1780373511_narrative_poem.pdf http://72b9f9ccbbcc78848a8d383190cf37a4.saberdealcohol.mx/narrative-poem-analysis.pdf
208	Divergent, Insurgent	Veronica Roth	https://spensabayalibrary.files.wordpress.com/2016/04/insurgent2.pdf http://ads.baa.uk.com/ads_62406094_divergent_divergent_insurgent_allegiant_four.pdf https://veronicarothbooks.com/wp-content/uploads/2016/05/Insurgent-discussionguide.pdf
209	Fallen, Torment	Lauren Kate	http://www.ftik.usm.ac.id/torment_lauren_kate.pdf http://www.ftik.usm.ac.id/A699092/amz-857520784-lauren-kate-3-book-boxset-fallen-torment-and-passi.pdf http://ads.baa.uk.com/ads-385738935-fallen.pdf
210	The Strange Case of Dr. Jekyll and Mr. Hyde	Robert Louis Stevenson	https://www.planetebook.com/free-ebooks/the-strange-case-of-dr-jekyll.pdf https://www.theebbsfleetacademy.kent.sch.uk/_site/data/files/ko's%202019/6C0E8D6D87DDACD653F718ADE279C7B9.pdf https://www.sjsu.edu/faculty/harris/TechnoLitS10/Handouts/JekyllHydePresentation.pdf
211	Why They Stay: Sex Scandals, Deals, and Hidden Agendas of Nine Political Wives	Anne  Michaud	https://cloudgene.uibk.ac.at/psk7v3uo8r2z/18-prof-jan-konopelski-1/read-9780997663310-why-they-stay-sex-scandals-deals-and-hidden-agen.pdf https://3.mmamochka.ru/618.pdf http://m.jansatta.com/aw4z/06-zita-morissette-1/m58EPpPno-why-they-stay-sex-scandals-deals-and-hidden-agen-0997663316.pdf
212	Plain Truth	Jodi Picoult	https://www.jodipicoult.com/pdfs/plain-truth-questions.pdf http://jodipicoult.com.au/plaintruthextract.pdf http://www1.skinnyms.com/plain_truth_jodi_picoult.pdf
213	Betrayal High (A Zachary Blake Legal Thriller Book 5)	Mark M. Bello	https://www.jstor.org/stable/pdf/25501820.pdf https://www.kewmediadistribution.com/catalogues/1570095110_FEATURE%20FILM%20CATALOGUE.pdf https://www.loc.gov/nls/wp-content/uploads/2016/04/2016-2marapr.pdf
214	Artemis Fowl, Artemis Fowl	Eoin Colfer	https://getfreestorybooks.weebly.com/uploads/1/0/7/7/107718885/1_-_artemis_fowl.pdf https://getfreestorybooks.weebly.com/uploads/1/0/7/7/107718885/2_-_artemis_fowl_and_the_arctic_incident.pdf http://ads.baa.uk.com/ads_2070546810_artemis_fowl.pdf
215	Dark Lands: Requiem	Lyn I. Kelly	http://08931f7cdedab96029af1205d82223d7.digitalsharks.az/dark-lands-requiem-lyn-i-kelly.pdf http://b78542bd3a8530a972df3bfbd350d247.idevelop.com.mk/dark-lands-the-not-where-lyn-i-kelly.pdf http://www.heterandersonhristoopheraaterwer.ml/baf37/dark-lands-requiem.pdf
216	Millennium, The Girl Who Played with Fire	Stieg Larsson	http://www.ftik.usm.ac.id/C3BC63C/amz-1849163421-the-girl-who-played-with-fire-millennium-trilogy.pdf https://cdn.shopify.com/s/files/1/0458/1720/0796/files/the_the_girl_who_played_with_fire.pdf https://cdn.shopify.com/s/files/1/0458/3165/1492/files/stieg_larsson_movies_the_girl_who_played_with_fire.pdf
217	The Man in the High Castle	Philip K. Dick	https://aashiqepakistan.files.wordpress.com/2016/03/philip_k_dick_-_the_man_in_the_high_castle.pdf http://www.leslettreseuropeennes.eu/wp-content/uploads/2015/11/The-Man-in-the-High-Castle1.pdf http://www2.grpl.org/wp-content/uploads/2017/05/The-Man-in-the-High-Castle.pdf
218	The Maze Runner, The Maze Runner	James Dashner	https://mskandres.weebly.com/uploads/1/4/2/1/14213852/the_maze_runner_-_full_novel_pdf.pdf https://getfreestorybooks.weebly.com/uploads/1/0/7/7/107718885/the_maze_runner_series_complete_collection.pdf https://quirindi-h.schools.nsw.gov.au/content/dam/doe/sws/schools/q/quirindi-h/localcontent/term_2_-_libraryhappenings-week3.pdf
219	Hercule Poirot, The Mysterious Affair at Styles	Agatha Christie	http://www.f.waseda.jp/glaw/CLASSES/MysteriousAffairAtStyles.pdf http://ads.baa.uk.com/ads_525565108_the_mysterious_affair_at_styles_the_first_hercule.pdf http://www.epc-library.com/freeview/F_8543.pdf
220	The Boy in the Striped Pajamas	John Boyne	https://www.beasleyac.org/ourpages/auto/2011/9/7/53584980/The%20Boy%20in%20the%20Striped%20Pajamas.pdf http://www.thebellacademy.com/uploads/2/6/5/6/26569366/the-boy-in-the-striped-pajamas.pdf https://www.perfectionlearning.com/media/isbnpdfs/0385751532.pdf
221	Les Misérables	Victor Hugo	https://www.planetebook.com/free-ebooks/les-miserables.pdf https://memory.loc.gov/service/gdc/scd0001/2009/20090330001il/20090330001il.pdf https://www.theadvocatesforhumanrights.org/uploads/discussion_questions-les_mis_2.pdf
222	Time's Arrow	Martin Amis	https://link.springer.com/content/pdf/10.1057%2F9780230207073_4.pdf https://link.springer.com/content/pdf/10.1057%2F9780230598478_8.pdf https://static.secure.website/wscfus/5886891/5391186/amis-martin-times-arrow.pdf
223	Black Ice	Stephen Tesher	http://www.sportsjaw.com/Black_Postcards_A_Rock_Amp_Roll_Romance_Dean_Wareham.pdf http://174.138.46.6/Bizzy_Bear_Zookeeper.pdf https://driveridentifier.hvs-c.org.uk/caterpillar-generator-operation-and-maintenance.pdf
224	The Selection, The Selection	Kiera Cass	http://englishrms.weebly.com/uploads/4/4/9/7/44972725/the_selection__selection_-_tril_-_cass_kiera.pdf http://ads.baa.uk.com/kiera_cass_the_selection_series.pdf http://ads.baa.uk.com/ads_62059947_selection.pdf
225	The Serve The Call to Serve	Cece Whittaker	https://www.fh.org/wp-content/uploads/2020/08/Unite_to_Fight_Poverty_Press_Release_8_17_2020.pdf https://www.keionline.org/wp-content/uploads/ambkirk_may2_sept09.pdf https://arcoa.org/resources/Documents/The%20SRAO%20Story.pdf
226	The Secret History	Donna Tartt	http://www.honors.ufl.edu/media/honorsufledu/syllabi/spring-20/The-Secret-History.pdf http://lup.lub.lu.se/student-papers/record/8973170/file/8973171.pdf http://www.stmargaretsbushey.co.uk/wp-content/uploads/Regarding-Donna-Tartt%E2%80%99s-%E2%80%98The-Secret-History%E2%80%99-and-her-other-novels.pdf
227	On the Road	Jack Kerouac	https://www.tyrone.k12.pa.us/site/handlers/filedownload.ashx?moduleinstanceid=2789&dataid=3197&FileName=On%20the%20Road.pdf https://wr.english.fsu.edu/sites/g/files/upcbnu1141/files/media/files/college_composition/inkwell/course%20materials/on%20the%20road.pdf https://dl.pearson.co.jp/resources/9781405882460/searchdata/pdf/TN-On_the_Road.pdf
228	The Influence of Military Strategies to Business	M.D. White	https://apps.dtic.mil/dtic/tr/fulltext/u2/a052778.pdf https://info.publicintelligence.net/SMA-InfluenceConnectedness.pdf https://www.rand.org/content/dam/rand/pubs/research_reports/RR2900/RR2942/RAND_RR2942.pdf
229	Survivor	Chuck Palahniuk	http://englishonlineclub.com/pdf/Chuck%20Palahniuk%20-%20Survivor%20%5BEnglishOnlineClub.com%5D.pdf https://graykuji.files.wordpress.com/2019/04/survivor-a-novel.pdf https://cdn.shopify.com/s/files/1/0455/6003/7537/files/chuck_palahniuk_survivor_audiobook_free.pdf
230	The Blindspots Between Us: How to Overcome Unconscious Cognitive Bias and Build Better Relationships	Gleb Tsipursky	http://disasteravoidanceexperts.com/wp-content/uploads/2020/03/Press_Release_for___The_Blindspots_Between_Us__.pdf http://disasteravoidanceexperts.com/wp-content/uploads/2020/03/Interview_Questions_and_Answers_for___The_Blindspots_Between_Us__.pdf https://i.teykovo-online.ru/176.pdf
231	The Red Hand	Michael Stephen Daigle	https://www.storymobs.ca/0296b8/with-red-hands-dell-suspense.pdf https://pdfs.semanticscholar.org/9578/1aa60e2ce8df905ecf82e3f9959abcad45ab.pdf http://lehighbar.org/wp-content/uploads/2014/04/Lh-58_65Sept30.pdf
232	Sookie Stackhouse, Dead to the World	Charlaine Harris	http://d1.psn.cards/dead-to-the-world-charlaine-harris.pdf https://cdn.shopify.com/s/files/1/0460/3399/3888/files/dead_to_the_world_free_pdf.pdf https://cdn.shopify.com/s/files/1/0458/7349/6229/files/sookie_stackhouse_novels_free_download.pdf
233	Resilience: Adapt and Plan for the New Abnormal of the Covid-19 Coronavirus Pandemic	Gleb Tsipursky	https://www.johnhuntpublishing.com/assets/pdf/assets/uploads/July_December2020_Catalogue.pdf http://ead.laboro.edu.br/8-best-new-books-worth-reading-the-manual.pdf http://ead.laboro.edu.br/50-best-places-to-travel-in-2020-when-planning-your.pdf
234	Dark Places	Gillian Flynn	https://core.ac.uk/download/pdf/148614005.pdf http://eprints.ums.ac.id/48459/18/PUBLICATION-ARTICLE-tri.pdf http://testsrs.ucsf.edu/dark.places.gillian.flynn.pdf
235	Uglies, Uglies	Scott Westerfeld	https://www.dvusd.org/cms/lib011/AZ01901092/Centricity/Domain/1746/uglies.pdf http://ads.baa.uk.com/ads-1442419814-uglies.pdf http://ads.baa.uk.com/ads-1416936386-uglies.pdf
236	Outlander, Dragonfly in Amber	Diana Gabaldon	http://1.droppdf.com/files/Ycrut/dragonfly-in-amber-diana-gabaldon.pdf http://testsrs.ucsf.edu/dragonfly.in.amber.pdf http://www.ftik.usm.ac.id/A699092/amz-B00NTQHWX0-dragonfly-in-amber-outlander-book-2.pdf
237	Sugar Mountain Where There's Smoke	Kirsten Fullmer	http://nonprofits.miamifoundation.org/where_theres_smoke_kindle_edition_jodi_picoult.pdf http://gbvims.zamstats.gov.zm/where-theres-smoke-kindle-edition-jodi-picoult.pdf https://www.acs.org/content/dam/acsorg/greenchemistry/resources/2006-gce-program.pdf
238	The Bell Jar	Sylvia Plath	http://letters.to.stephanie.gportal.hu/portal/letters.to.stephanie/upload/745843_1406744742_07068.pdf https://core.ac.uk/download/pdf/43029048.pdf http://www.sylviaplath.info/documents/Steinberg_2012_Textual_Variations.pdf
239	Imperial Bedrooms	Bret Easton Ellis	http://knopfdoubleday.com/marketing/bookseller/ImperialBedrooms_Shelftalker.pdf http://67-231-249-98.static.as40244.net:8090/get/pdf/Imperial%20Bedrooms%20-%20Bret%20Easton%20Ellis_4510.pdf http://www.christopherbollen.com/portfolio/_archive/bret_easton_ellis.pdf
240	Frisk	Dennis Cooper	http://semioticon.com/semiotics/srb/Dennis%20Copper.pdf http://projects.chass.utoronto.ca/semiotics/srb/Dennis%20Copper.pdf http://www.healthbenefitso.com/frisk.pdf
241	Mission: Subhero	Linda    Armstrong	https://eprints.qut.edu.au/101160/6/Mirandi_Riwoe_Thesis.pdf http://docshare02.docshare.tips/files/26049/260491459.pdf https://worldradiohistory.com/Archive-Billboard/50s/1952/Billboard%201952-03-22.pdf
242	The Ways of Autumn	William Graney	https://core.ac.uk/download/pdf/48827246.pdf http://stgregory.org.uk/wp-content/uploads/14th-July-2019.pdf https://www.fs.usda.gov/treesearch/pubs/download/15646.pdf
243	Glamorama	Bret Easton Ellis	http://www.ftik.usm.ac.id/A699092/amz-3462042068-glamorama.pdf https://angellier-biblio.univ-lille3.fr/etudes_recherches/fictionalisation_and_identity.pdf https://institucional.us.es/revistas/estudios/10/art_3.pdf
244	One Hundred Years of Solitude	Gabriel García Márquez	https://www.wholeplanetfoundation.org/wp-content/uploads/2014/02/One-Hundred-Years-of-Solitude-by-Gabriel-Garcia-M%C3%A1rquez.pdf https://salempress.com/Media/SalemPress/samples/solitude_toc[1].pdf http://people.loyno.edu/~history/journal/1994-5/documents/GabrielGarciaMarquezandHisApproachtoHistoryin_OneHundredYearsofSolitude.pdf
245	Ubik	Philip K. Dick	http://www.eltsjournal.org/archive/value7%20issue2/13-7-2-19.pdf https://www.nothuman.net/images/files/discussion/1/e865ccfafb682b18979e9ca5c712b8db.pdf http://www1.reserveatlakekeowee.com/8834738918-ubik.pdf
246	In Cold Blood	Truman Capote	https://www.chinhnghia.com/1836.pdf https://core.ac.uk/download/pdf/38925490.pdf http://nms.org/Portals/0/Docs/FreeLessons/ela_vocab/In%20Cold%20Blood.pdf
247	Filth	Irvine Welsh	http://is.muni.cz/th/mhzka/DP_Barranco2019.pdf https://core.ac.uk/download/pdf/161924325.pdf http://stefanherbrechter.com/wp-content/uploads/2011/12/Masculinity-in-Irvine-Welsh.pdf
248	Dead Men's Trousers	Irvine Welsh	http://ads.baa.uk.com/ads_178733077X_dead_men_s_trousers.pdf http://recruitment.cdfipb.gov.ng/dead_mens_trousers.pdf https://zoeannlaverriere.files.wordpress.com/2019/05/dead-mens-trousers.pdf
249	Beautiful, Beautiful Disaster	Jamie McGuire	https://librosydemas.weebly.com/uploads/2/2/9/7/22974836/beautiful_disaster.pdf http://ftp.mediapost.com/beautiful_disaster_1_jamie_mcguire.pdf https://acusd1.org/1920miscevents/bookreviews/YA/BeautifulDisasterandWalkingDisasterbyJamieMcGuire.pdf
250	Sookie Stackhouse, Dead Until Dark	Charlaine Harris	https://www.diva-portal.org/smash/get/diva2:601773/fulltext01.pdf http://lup.lub.lu.se/student-papers/record/4316392/file/4316395.pdf https://cdn.shopify.com/s/files/1/0454/8041/1290/files/dead-until-dark-a-sookie-stackhouse-novel-1st-edition-269.pdf
251	The Road	Cormac McCarthy	http://mrsfieldstchs.weebly.com/uploads/3/7/7/1/37719247/the_road_-_text.pdf https://matthew-kubus.squarespace.com/s/God-Morality-and-Meaning-in-Cormac-McCarthys-The-Road.pdf https://shodhganga.inflibnet.ac.in/jspui/bitstream/10603/237254/10/10_chapter%205.pdf
252	Fifty Shades, Fifty Shades of Grey	E.L. James	http://1.droppdf.com/files/TIqMM/fifty-shades-trilogy-bundle-fifty-shades-e-l-james.pdf https://1.droppdf.com/files/U3cn5/fifty-shades-trilogy-03-fifty-shades-fre-e-l-james.pdf http://www.ftik.usm.ac.id/fifty-shades-of-grey.pdf
253	Catch-22, Catch-22	Joseph Heller	https://antilogicalism.com/wp-content/uploads/2018/04/catch-22.pdf https://online.ucpress.edu/fq/article-pdf/24/1/7/119885/1211138.pdf http://www.wcusd15.org/kershaw/ENG%20303/CATCH%2022%20Scholarly%20Article.pdf
254	Heart of a Warrior Angel	Lali A. Love	https://girichlip.dorkinghealthcare.co.uk/9b21bfd7/heart-of-the-warrior.pdf http://qa.unthsc.edu/heart_of_light_kindle_edition_tk_leigh.pdf https://gitoreg.pebblestosand.co.uk/427146d9/heart-of-a-warrior-poem.pdf
255	The Rules of Attraction	Bret Easton Ellis	https://mileswufiphotographyphoto.files.wordpress.com/2020/01/the-rules-of-attraction.pdf https://cdn.shopify.com/s/files/1/0456/6535/3884/files/download_the_rules_of_attraction.pdf https://cdn.shopify.com/s/files/1/0458/9971/0627/files/rules_of_attraction_book_movie_free_download.pdf
256	The Idiot	Fyodor Dostoyevsky	https://www.planetebook.com/free-ebooks/the-idiot.pdf https://almabooks.com/wp-content/uploads/2016/10/TheIdiot_Excerpt.pdf https://core.ac.uk/download/pdf/217200502.pdf
257	The Night Circus	Erin Morgenstern	https://acciobooks.weebly.com/uploads/1/3/2/7/13279484/em_-_the_night_circus.pdf http://ads.baa.uk.com/ads_1784871052_the_night_circus.pdf http://ads.baa.uk.com/ads_345802624_the_night_circus.pdf
258	The Marbled Swarm	Dennis Cooper	http://sro.sussex.ac.uk/53986/1/Hester_Cooper_2012.pdf http://476bb54fe7e3ec73ca55ec6b653e77bf.digitalsharks.az/the-marbled-swarm-dennis-cooper.pdf http://cc9af5f848363e0f675cc0915d4d3ed4.profilkes.dinkes.kalbarprov.go.id/the-marbled-swarm-dennis-cooper.pdf
259	Island	Aldous Huxley	https://www.huxley.net/island/aldoushuxley-island.pdf https://scholarspace.manoa.hawaii.edu/bitstream/10125/68923/Martin_hawii_0085O_10561.pdf https://www5.cuhk.edu.hk/oge/oge_media/gef/doc/student_seminar/1st/11PatriciaSzeto.pdf
260	Dark Guardian, Dark Guardian	Ammar Habib	http://www.abgroupconsultancy.com/dark-guardian-english.pdf http://www.lucernatec.com/dark_guardian_english_download.pdf http://www.ftik.usm.ac.id/A699092/amz-B003AYZBA2-dark-guardian-4-shadow-of-the-moon-english-editio.pdf
261	Notes from Underground	Fyodor Dostoyevsky	https://www.planetebook.com/free-ebooks/notes-from-the-underground.pdf https://almabooks.com/wp-content/uploads/2016/10/Excerpt_Notes_from_Underground.pdf http://www.iosrjournals.org/iosr-jhss/papers/Vol20-issue10/Version-3/L0201038185.pdf
262	The One True Child Carling	L.C. Conn	http://038ea559ae2e673686d0c0f10e984e1a.my.izim.az/carling-lc-conn.pdf https://featurettes.mynewstouse.com/napsnet/files/20200721-101059-phpEcA5HZ.pdf https://www.bsped.org.uk/media/1373/rareendocrinetumour_final.pdf
263	Middlesex	Jeffrey Eugenides	http://users.uoa.gr/~cdokou/MythLitMA/Middlesex.pdf https://www.bccls.org/BookClubBooks/Middlesex.pdf https://www.jstor.org/stable/pdf/27563803.pdf
264	Dancing with The Field: Bringing Joy, Passion and Play into Everyday Life	Kris Kelkar	http://www.iitb.ac.in/sites/default/files/Campus-Diary/2015/December2009JanuaryFebruary2010.pdf https://www.sitm.ac.in/assets/Connect_Brochure.pdf http://standrewscollege.ac.in/wp-content/uploads/2019/10/Final-Andrannual-15-16.pdf
265	The Outsiders	S.E. Hinton	https://www.btboces.org/Downloads/The%20Outsiders%20Novel%20by%20SE%20Hinton.pdf https://www.csh.k12.ny.us/site/handlers/filedownload.ashx?moduleinstanceid=644&dataid=2976&FileName=chapter%20summaries1.pdf https://www.voorhees.k12.nj.us/cms/lib/NJ01000237/Centricity/Domain/4603/The%20Outsiders%20Book.pdf
266	Full Moon Saturday Night	Mark Barkawitz	http://www.thewriteplaceatthewritetime.org/images/Spring_2010_-_Fiction.pdf http://www.thewriteplaceatthewritetime.org/images/Winter-Spring_2013_-_First_Annual_Contest.pdf http://www.who.int/pmnch/media/mnchnews/2008/UNHLEonMDGs-mediaclips.pdf
267	Porno	Irvine Welsh	https://thewonk.eu/-porno-irvine-welsh.pdf https://pasqualina66goebelsroadbook.s3.amazonaws.com/Porno%20Irvine%20Welsh.pdf https://storelagw.firebaseapp.com/aa006/porno-by-welsh-irvine-2003-paperback-by-irvine-welsh-b00iib50cg.pdf
268	Snuff	Chuck Palahniuk	https://ensuingchapters.files.wordpress.com/2012/10/snuff.pdf https://www.lume.ufrgs.br/bitstream/handle/10183/36013/000816861.pdf http://englishonlineclub.com/pdf/Chuck%20Palahniuk%20-%20Snuff%20%5BEnglishOnlineClub.com%5D.pdf
269	The Fall	Albert Camus	https://mohapoth.files.wordpress.com/2015/08/the-fall-by-albert-camus-a-novel.pdf https://link.springer.com/content/pdf/10.1057%2F9781137309471_4.pdf https://currikicdn.s3-us-west-2.amazonaws.com/resourcedocs/54d2e9074741f.pdf
270	Mansfield Park	Jane Austen	http://www.jasna.org/persuasions/printed/number17/johnson.pdf https://www.gutenberg.org/files/141/141-pdf.pdf https://academic.oup.com/eic/article-pdf/XIX/4/371/9786937/371.pdf
271	The Demon	Hubert Selby Jr.	https://lurlinedodsonlair.files.wordpress.com/2017/05/the-demon-by-hubert-selby.pdf https://booklife.com/download-excerpt/binary-data/PROJECT/excerpt/000/011/11501-1.pdf http://www.mamacoca.org/docs_de_base/La_Representacion_Social_del_narcotrafico/SelbyHubert_Requiem_for_a_Dream_MarionBoyarsPublishers%20%282009%29_1979.pdf
272	The Girl on the Train	Paula Hawkins	https://www.coloradovirtuallibrary.org/wp-content/uploads/girl-on-the-train-the.pdf https://durhamcountylibrary.org/wp-content/uploads/2013/04/girl_on_train_DISCUSSION.pdf https://core.ac.uk/download/pdf/160258309.pdf
273	Chicago Cutters vs. Jocks	Elizabeth Marx	http://gbvims.zamstats.gov.zm/binding-arbitration-1-elizabeth-marx.pdf http://dijitalavrupa.bilgi.edu.tr/binding_arbitration_1_elizabeth_marx.pdf http://www2.plantpono.org/binding_arbitration_1_elizabeth_marx.pdf
